ダウンロード実行日,2014年01月26日現在,件数,10135件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード
"E09228","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","株式会社ジェイ・二十一","","カブシキガイシャジェイニジュウイチ","江戸川区中葛西三丁目２７番１９号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09234","個人（組合発行者を除く）","","","","","永田　良一","","ナガタ　リョウイチ","鹿児島市唐湊４－２１－１","個人（組合発行者を除く）",""
"E09245","内国法人・組合（有価証券報告書等の提出義務者以外）","","","90","","有限会社カツコーポレーション","","ユウゲンガイシャカツコーポレーション","品川区東品川４－１３－１４","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09246","個人（組合発行者を除く）","","","","","井無田　敦","","イムタ　アツシ","目黒区中根二丁目１１番９号","個人（組合発行者を除く）",""
"E09255","個人（組合発行者を除く）","","","","","酒井　和男","","サカイ　カズオ","知多市日長字江口１１３－３","個人（組合発行者を除く）",""
"E09262","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","有限会社エムツーエム","","ユウゲンカイシャエムツーエム","杉並区宮前４－６－６","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09263","個人（組合発行者を除く）","","","","","吉本万寿夫","","ヨシモトマスオ","港区六本木６－１２－２－１９１０","個人（組合発行者を除く）",""
"E09265","個人（組合発行者を除く）","","","","","板垣　洋","","イタガキ　ヒロシ","札幌市豊平区月寒東５条１７丁目９番２０号","個人（組合発行者を除く）",""
"E09271","個人（組合発行者を除く）","","","","","田中邦興","","タナカクニオキ","小田原市南町２－１－１４","個人（組合発行者を除く）",""
"E09272","個人（組合発行者を除く）","","","","","秋元　竜弥","","アキモト　タツヤ","目黒区青葉台１丁目４番７号－６０６","個人（組合発行者を除く）",""
"E09278","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2730","","中央不動産株式会社","","チュウオウフドウサンカブシキガイシャ","千代田区丸の内１－６－１","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09279","個人（組合発行者を除く）","","","","","尾崎　修","","オザキ　オサム","千代田区一番町１４番地　一番町マナーハウス５０１号","個人（組合発行者を除く）",""
"E09287","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","株式会社ヤマノネットワーク","","カブシキカイシャ　ヤマノネットワーク","渋谷区代々木一丁目３０番７号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09299","個人（組合発行者を除く）","","","","","石坂　信也","","イシザカ　ノブヤ","渋谷区松濤一丁目１３番１８号","個人（組合発行者を除く）",""
"E09300","個人（組合発行者を除く）","","","","","木村　正浩","","キムラ　マサヒロ","港区白金台５－８－７－３０５","個人（組合発行者を除く）",""
"E09301","個人（組合発行者を除く）","","","","","木村　玄一","","キムラ　ゲンイチ","大田区田園調布四丁目１９番１４号","個人（組合発行者を除く）",""
"E09319","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","東洋鉄工株式会社","","トウヨウテッコウカブシキカイシャ","沼津市原３１５番地の２","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09325","個人（組合発行者を除く）","","","","","丸本　昌男","","マルモト　マサオ","海部郡海陽町大里字中小路９３番地１","個人（組合発行者を除く）",""
"E09326","個人（組合発行者を除く）","","","","","津久井　督六","","ツクイ　スケロク","横浜市港南区日限山四丁目３番６号","個人（組合発行者を除く）",""
"E09338","個人（組合発行者を除く）","","","","","中山　晴喜","","ナカヤマ　ハルキ","世田谷区成城５－２１－１２","個人（組合発行者を除く）",""
"E09343","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","サーベラス　エヌシービー　アクイジション　エルピー","","サーベラス　エヌシービー　アクイジション　エルピー","ケイマン諸島、グランド・ケイマンＫＹ１－９００５、ジョージ・タウン、エルギン・アヴェニュー１９０、インタートラスト・コーポレート・サービシズ（ケイマン）リミテッド","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09345","個人（組合発行者を除く）","","","","","若尾　守保","","ワカオ　モリヤス","品川区北品川４丁目７番３７－８２５","個人（組合発行者を除く）",""
"E09355","個人（組合発行者を除く）","","","","","髙村　淳","","タカムラ　ジュン","多摩市永山３─１８─４　オーベル多摩１１０９","個人（組合発行者を除く）",""
"E09358","個人（組合発行者を除く）","","","","","田中　剛","","タナカ　タケシ","目黒区上目黒３－２５－８","個人（組合発行者を除く）",""
"E09359","個人（組合発行者を除く）","","","","","山﨑　登","","ヤマザキ　ノボル","江東区千石１－１４－２７－１３０２","個人（組合発行者を除く）",""
"E09367","個人（組合発行者を除く）","","","","","井上　銀二","","イノウエ　ギンジ","東海市中央町四丁目４７番地","個人（組合発行者を除く）",""
"E09369","個人（組合発行者を除く）","","","","","橋本　俊明","","ハシモト　トシアキ","岡山市南区東畦１１０番地４５","個人（組合発行者を除く）",""
"E09373","個人（組合発行者を除く）","","","","","吉岡　伸一郎","","ヨシオカ　シンイチロウ","港区赤坂９丁目７番７号　パーク・レジデンシィズ・アット・ザ・リッツ・カールトン東京１００７","個人（組合発行者を除く）",""
"E09374","個人（組合発行者を除く）","","","","","上　岳史","","ウエ　タケシ","港区西麻布４丁目１３番２３－４１０号","個人（組合発行者を除く）",""
